case_id,t1n_mean,t1n_std,t1n_min,t1n_max,t1n_skew,t1n_kurtosis,t1n_contrast,t1n_energy,t1n_homogeneity,t1n_correlation,t1n_volume,t1c_mean,t1c_std,t1c_min,t1c_max,t1c_skew,t1c_kurtosis,t1c_p10,t1c_p90,t1c_contrast,t1c_energy,t1c_homogeneity,t1c_correlation,t2w_mean,t2w_std,t2w_min,t2w_max,t2w_skew,t2w_kurtosis,t2w_p10,t2w_contrast,t2w_energy,t2w_homogeneity,t2w_correlation,t2f_mean,t2f_std,t2f_min,t2f_max,t2f_skew,t2f_kurtosis,t2f_p10,t2f_contrast,t2f_energy,t2f_correlation
BraTS-GLI-01207-000,2.2335448265075684,0.4547493755817413,0.7649286985397339,3.848713397979736,-0.3615787339712876,0.0311808109380442,5.440446554217488,0.0094932112842798,0.497553699445194,0.8699293397521779,3398.0,2.402904272079468,0.8635739684104919,0.2949665784835815,8.02439022064209,1.7344744728911912,3.935639938478317,1.6515592336654663,3.5365920066833496,4.235372493596515,0.0335185565054416,0.5999480601360804,0.8247847437745275,3.1158413887023926,0.8577361702919006,0.8592448830604553,6.5184502601623535,0.942614018677393,0.7850029373937746,2.1808555126190186,5.511427905221353,0.0112335542216897,0.5234763154642094,0.8755279847893197,4.7186150550842285,1.1486566066741943,0.791051983833313,10.796019554138184,0.7075499091940046,0.4565047753572697,3.4017233848571777,4.495914107188582,0.0153003875166177,0.823609352064079
BraTS-GLI-00820-000,2.2419936656951904,0.3674521446228027,1.0131256580352783,3.5445878505706787,-0.0043833086081918,-0.2087320679547479,4.291547424523742,0.0104039823636412,0.5468529181159936,0.8944314466521193,1818.0,3.499666452407837,1.1970981359481812,1.2052698135375977,9.394006729125977,1.3773692105142572,1.7355307041941377,2.386847710609436,5.362534856796264,4.28430307211238,0.0268814358860254,0.6291562851026489,0.8961670664664635,2.906538724899292,0.7029343843460083,0.7317268252372742,5.709383010864258,0.4740046495151359,-0.3162979211154395,2.05487174987793,4.106790963138337,0.0108706438913941,0.5434905282218833,0.8932579727625283,3.0378451347351074,0.3397736549377441,0.4072077870368957,3.845153570175171,-1.4370605114739627,5.454267575148979,2.636442804336548,2.6789179076149594,0.0250807330012321,0.858459606184401
BraTS-GLI-00767-001,2.5657107830047607,0.3190585970878601,1.3218190670013428,3.5924291610717773,-0.4636107340463566,0.0092920387832946,2.269750113020564,0.021056892350316,0.6834952679420875,0.940445708547428,10697.0,2.225895881652832,1.0685278177261353,-0.2873440980911255,6.729085922241211,0.2921060978805359,0.4953141401259553,0.7944439411163331,3.460440444946289,2.8437993955813,0.0191893018782138,0.6699030913692826,0.9364597558799744,3.123741865158081,0.8872367143630981,0.8644663691520691,5.970963478088379,1.0221043277180182,0.2671111598613462,2.231843423843384,4.152918032345042,0.0181061308830976,0.6316165374004027,0.9286475270605746,3.907109022140503,0.6595888733863831,0.5034159421920776,5.979613304138184,0.5479933596914506,-0.0838569602135979,3.1814109802246096,2.1995103541994467,0.0204126480966806,0.9215270032231284
BraTS-GLI-00774-001,2.0591089725494385,0.3167001903057098,-0.0764945745468139,3.1858394145965576,0.1616869824473142,-0.1293835177597322,1.7748390552897035,0.0255116485059261,0.6725814568266729,0.9028720753660684,2047.0,2.246358633041382,0.9161587953567504,0.9470889568328856,6.689981937408447,2.147098304949406,4.24910448731438,1.5302974224090575,3.521720790863036,1.7300544256327155,0.0491464883089065,0.7402550328006304,0.9647530287714338,3.4799585342407227,0.8565482497215271,0.5905019044876099,6.288757801055908,-0.2221701587082193,-0.9350565752280692,2.251619410514832,4.06057240470318,0.0116355158388614,0.577394168360637,0.906843119858316,3.866679191589356,0.6167037487030029,0.4686487913131714,5.348038196563721,-0.5426776764709812,-0.5383013129453493,2.937523484230041,3.368810330402084,0.0184765700250864,0.8908070741687718
BraTS-GLI-01459-000,2.199157953262329,0.2421536147594452,1.338324785232544,3.1437113285064697,0.2164489734758229,-0.2605891364305672,5.800527755123767,0.0168344229459762,0.6247274567344938,0.8335058298893794,3066.0,2.8549158573150635,1.0628905296325684,0.2802050113677978,7.371742725372314,0.8847259257969873,0.3039473719927654,1.7915163040161133,4.426623344421387,6.248055348674825,0.0165921710431575,0.5388324890108166,0.856605606155322,2.2847282886505127,0.7419343590736389,0.4066338241100311,4.48356294631958,0.0358998976958354,-0.7538418016199504,1.287891507148743,8.85402362244713,0.0068469350226223,0.4991544867805012,0.8611137529909436,5.08836030960083,1.4397059679031372,1.4005987644195557,9.718571662902832,0.2045821112554269,-0.675968323969061,3.186250686645508,6.113451337809238,0.0077065313234925,0.894262692127233
BraTS-GLI-00220-000,2.02382230758667,0.3484669923782348,0.0971507355570793,3.3976290225982666,0.2946830985806141,0.5144335311423345,4.179504713756614,0.0160187724977731,0.5466037069511178,0.8063375321264872,3560.0,3.098665237426758,1.335668921470642,0.6876305341720581,8.831350326538086,0.9259346780265864,0.0815842288283348,1.8383132219314573,5.156948566436768,8.678781006301506,0.0222646053880453,0.5605124997285731,0.8328173343041467,3.1210641860961914,0.9593342542648317,-0.3374420404434204,7.915960788726807,1.897342035400939,4.930212353791725,2.2688956260681152,3.1566883273735584,0.037916112691164,0.6514972327978344,0.8792477591467872,4.597837448120117,1.3931875228881836,-0.0783034339547157,13.026707649230955,1.002560765715115,1.1391188506450014,3.202382802963257,4.776230950201352,0.0234107319265604,0.781329065737239
BraTS-GLI-00196-000,2.28106427192688,0.3501502275466919,0.6030054688453674,3.668189525604248,-0.2661628297114584,0.2424495694584512,3.7293504544741154,0.0149634582921862,0.5535211050826612,0.8522843185397373,1873.0,2.5302255153656006,1.1180307865142822,0.5160157084465027,9.081003189086914,1.3771014547428622,1.1407827352546969,1.6001111268997192,4.383256435394287,2.8401352551436503,0.0530329421162605,0.6603532261734367,0.913674674124098,3.300260305404663,0.7860632538795471,-0.0131321307271718,8.099863052368164,0.568917220139137,1.3484868718523302,2.293100118637085,3.016244408622697,0.0253812968730926,0.6442534427943408,0.8343383425212564,5.016297817230225,1.1959987878799438,0.5113826394081116,14.150849342346191,1.027842390307522,3.044720190990625,3.566319227218628,3.1867834314953143,0.0313733406364917,0.7866936072400338
BraTS-GLI-00620-001,2.149755477905273,0.2484432756900787,0.6496180295944214,3.253007411956787,0.2719443298649819,0.1968272450306214,2.2638596829665403,0.0224578753113746,0.6162553899145671,0.8717789248912686,1034.0,2.6298136711120605,1.0092264413833618,1.280285358428955,7.577262878417969,2.3107146895785227,4.607066500260356,2.007418012619018,4.252256107330322,2.082120719964223,0.1026700586080551,0.7570630981622375,0.957998733269742,3.4599688053131104,0.6938697695732117,0.7445253729820251,6.440825939178467,-0.1504679816563426,-0.4020400113219455,2.4845580577850344,2.966139199134432,0.0164891742169857,0.6185115098652202,0.8965571877556291,3.0953831672668457,0.424570620059967,0.8926575779914856,4.505552291870117,0.1376927316968866,-0.1724349020702611,2.592392683029175,2.242274815523615,0.0185965988785028,0.91605666827415
BraTS-GLI-00803-000,2.0399458408355717,0.290648490190506,0.5424822568893433,4.751768112182617,-0.138229632090313,0.1782551955628819,1.119284745144796,0.0467166528105735,0.7338019359720188,0.8799198427140079,2868.0,2.268890380859375,0.9188706278800964,0.8259763717651367,6.772307872772217,1.661580370850389,1.891239067798541,1.5626899003982544,3.897086143493652,1.3393120475343494,0.0639511868357658,0.7637376279171858,0.9709112035547598,2.879085063934326,0.5935966372489929,0.2776632905006408,4.652650356292725,-0.0913871334546832,-0.7882741765455337,2.078010082244873,3.179765215098996,0.013465566560626,0.6000544139432467,0.910559144438936,4.099178314208984,0.7863686084747314,0.0663492158055305,7.024950981140137,-0.466422389479233,-0.2315426237334339,2.97985315322876,1.966852299991388,0.0288742240518331,0.9203833894812954
BraTS-GLI-01349-000,2.364631414413452,0.5351463556289673,0.4122887849807739,3.70415472984314,-0.7242431584025975,0.0710733764489943,8.717874215544725,0.0075032403692603,0.4435950034415105,0.8293600692623089,177.0,2.8316452503204346,1.095577836036682,0.1439976245164871,7.799239158630371,1.5250212347590628,1.8495422026992587,1.882049918174744,4.684415340423584,5.583466699295968,0.0331685915589332,0.5716263770200517,0.8587832134604727,1.9494699239730835,0.5571161508560181,0.7240070700645447,6.759273529052734,2.594648007128918,10.1463861341025,1.483296513557434,2.679043206240749,0.0431275591254234,0.6305140765631359,0.8380565014108513,3.473870038986206,0.6036672592163086,-0.0899478197097778,7.028336524963379,1.3730054194247736,4.354689377172092,2.8961567878723145,3.12379901031818,0.0418644957244396,0.7765242370638374
